word,display,translation,example,type,example_source,question_id,count,target_language
weihnachten,"das Weihnachten, Weihnachten","christmas , کریسمس",Was ist in Deutschland ein Brauch zu Weihnachten?,noun,question,271,2,"en,fa"
wiedervereinigung,"die Wiedervereinigung, Wiedervereinigungen","reunification , اتحاد مجدد",Wie viele Bundesländer kamen bei der Wiedervereinigung 1990 zur Bundesrepublik Deutschland hinzu?,noun,question,218,2,"en,fa"
wirtschaftsgemeinschaft,Wirtschaftsgemeinschaft,"economic community , جامعه اقتصادی",Gründung der Europäischen Wirtschaftsgemeinschaft (EWG),word,answer,237,2,"en,fa"
wohnort,"der Wohnort, Wohnorte","place of residence , محل سکونت",Man darf sich seinen Wohnort selbst aussuchen.,noun,answer,19,2,"en,fa"
womit,Womit,"with which , با چی",Womit finanziert der deutsche Staat die Sozialversicherung?,word,question,35,2,"en,fa"
woran,Woran,"what , چی",206. Woran erinnern die sogenannten „Stolpersteine“ in Deutschland?,word,question,206,2,"en,fa"
wählerstimme,Wählerstimmen,"vote , رای رای دهندگان",Eine Partei möchte in den Deutschen Bundestag. Sie muss aber einen Mindestanteil an Wählerstimmen haben. Das heißt …,word,question,121,2,"en,fa"
während,während,"while , در حالی که",Was gab es in Deutschland nicht während der Zeit des Nationalsozialismus?,word,question,159,2,"en,fa"
zerstören,zerstören,"destroy , نابود کردن",In welchem Jahr zerstörten die Nationalsozialisten Synagogen und jüdische Geschäfte in Deutschland?,verb,question,163,2,"en,fa"
ziel,"das Ziel, Ziele","goal , هدف","Eine Partei in Deutschland verfolgt das Ziel, eine Diktatur zu errichten. Sie ist dann …",noun,question,20,2,"en,fa"
zusammen,zusammen,"together , با هم",Durch welche Verträge schloss sich die Bundesrepublik Deutschland mit anderen Staaten zur Europäischen Wirtschaftsgemeinschaft zusammen?,word,question,239,2,"en,fa"
zusammenarbeit,die Zusammenarbeit,"cooperation , همکاری",Die Zusammenarbeit von Parteien zur Bildung einer Regierung nennt man in Deutschland …,noun,question,31,2,"en,fa"
zuständig,zuständig,"responsible , مسئول",Welches Gericht in Deutschland ist zuständig für die Auslegung des Grundgesetzes?,word,question,80,2,"en,fa"
zwang,"der Zwang, Zwänge","forced , تعهد","Jede Person kann ohne Zwang entscheiden, ob sie wählen möchte und wen sie wählen möchte.",noun,answer,119,2,"en,fa"
zwei,"die Zwei, Zweien","two , دو",Ein Mann ist mit zwei Frauen zur selben Zeit verheiratet.,noun,answer,272,2,"en,fa"
zweitstimme,"die Zweitstimme, Zweitstimmen","second voice , رای دوم","Je mehr ""Zweitstimmen"" eine Partei bei einer Bundestagswahl bekommt, desto …",noun,question,93,2,"en,fa"
zählen,zählen,"count , برای شمردن",Sie zählen die Stimmen nach dem Ende der Wahl.,verb,answer,105,2,"en,fa"
öffnen,öffnen,"Open , باز کردن",Wann wurde die Mauer in Berlin für alle geöffnet?,verb,question,191,2,"en,fa"
abgeben,abgeben,"deliver , تحویل دادن",Man kann durch Briefwahl seine Stimme abgeben.,verb,answer,133,1,"en,fa"
abgeordneter,der Abgeordneter,"delegate , معاون",eine Abgeordnete/ein Abgeordneter der stärksten Fraktion,noun,answer,57,1,"en,fa"
abhalten,abhalten,"hold , نگه داشتن",Maik und Sybille wollen mit Freunden an ihrem deutschen Wohnort eine Demonstration auf der Straße abhalten. Was müssen sie vorher tun?,verb,question,243,1,"en,fa"
abkommen,"das Abkommen, Abkommen","agree , توافق نامه",Deutschland ist Mitglied des Schengener Abkommens. Was bedeutet das?,noun,question,221,1,"en,fa"
abschottung,"die Abschottung, Abschottungen","foreclosure , انزوا","Wofür stand der Ausdruck ""Eiserner Vorhang""? Für die Abschottung …",noun,question,185,1,"en,fa"
absichtlich,absichtlich,"on purpose , عمدا","Sie haben in Deutschland absichtlich einen Brief geöffnet, der an eine andere Person adressiert ist. Was haben Sie nicht beachtet?",word,question,274,1,"en,fa"
adler,"der Adler, Adler","eagle , عقاب",Adler,noun,answer,29,1,"en,fa"
adressiern,adressiern,"address , آدرس","Sie haben in Deutschland absichtlich einen Brief geöffnet, der an eine andere Person adressiert ist. Was haben Sie nicht beachtet?",verb,question,274,1,"en,fa"
adventszeit,"die Adventszeit, Adventszeiten","advent season , زمان ظهور",die Adventszeit.,noun,answer,296,1,"en,fa"
allgemein,allgemein,"General , به طور کلی",Wie wird der Beitritt der DDR zur Bundesrepublik Deutschland im Jahr 1990 allgemein genannt?,word,question,228,1,"en,fa"
ampelkoalition,"die Ampelkoalition, Ampelkoalitionen","traffic light coalition , ائتلاف چراغ راهنمایی","Was wird in Deutschland als ""Ampelkoalition"" bezeichnet? Die Zusammenarbeit …",noun,question,103,1,"en,fa"
angebot,"das Angebot, Angebote","offer , پیشنهاد","richtet sich nach Angebot und Nachfrage, aber der Staat sorgt für einen sozialen Ausgleich.",noun,answer,171,1,"en,fa"
angestellte,die Angestellte,"employee , کارمند",Frau Frost arbeitet als fest angestellte Mitarbeiterin in einem Büro. Was muss sie nicht von ihrem Gehalt bezahlen?,noun,question,285,1,"en,fa"
angeworben,angeworben,"recruited , استخدام شد","Ausländische Arbeitnehmerinnen und Arbeitnehmer, die in den 50er und 60er Jahren von der Bundesrepublik Deutschland angeworben wurden, nannte man …",verb,question,299,1,"en,fa"
angst,"die Angst, Ängste","fear , ترس","Eine junge Frau will den Führerschein machen. Sie hat Angst vor der Prüfung, weil ihre Muttersprache nicht Deutsch ist. Was ist richtig?",noun,question,268,1,"en,fa"
anhänger,"der Anhänger, Anhänger","trailer , تریلر",Jüdische Geschäfte und Synagogen werden durch Nationalsozialisten und ihre Anhänger zerstört.,noun,answer,164,1,"en,fa"
anklagen,anklagen,"accuse , متهم کردن",eine Straftat begangen hat und angeklagt wird.,verb,answer,139,1,"en,fa"
anlage,"die Anlage, Anlagen","plant , پیوست","Welcher Stimmzettel wäre bei einer Bundestagswahl gültig? In Anlehnung an Bundeswahlordnung (BWO), Anlage 26",noun,question,130,1,"en,fa"
anlehnung,"die Anlehnung, Anlehnungen","leaning , تکیه دادن","Welcher Stimmzettel wäre bei einer Bundestagswahl gültig? In Anlehnung an Bundeswahlordnung (BWO), Anlage 26",noun,question,130,1,"en,fa"
annehmen,annehmen,"Accept , فرض کنید","Man darf Geld annehmen, wenn man dafür eine bestimmte Kandidatin/einen bestimmten Kandidaten wählt.",verb,answer,5,1,"en,fa"
anspruch,"der Anspruch, Ansprüche","claim , ادعا",In Deutschland haben Kinder ab dem Alter von drei Jahren bis zur Ersteinschulung einen Anspruch auf …,noun,question,269,1,"en,fa"
anstellen,anstellen,"hire , استخدام کنید","Was bezahlt man in Deutschland automatisch, wenn man fest angestellt ist?",verb,question,97,1,"en,fa"
antrag,"der Antrag, Anträge","application , کاربرد",Sie muss einen Antrag bei der Elterngeldstelle stellen.,noun,answer,241,1,"en,fa"
anwesenheitspflicht,die Anwesenheitspflicht,"compulsory attendance , حضور اجباری",Anwesenheitspflicht.,noun,answer,260,1,"en,fa"
arbeitsplatz,"der Arbeitsplatz, Arbeitsplätze","workplace , محل کار","In Deutschland hat man die besten Chancen auf einen gut bezahlten Arbeitsplatz, wenn man …",noun,question,250,1,"en,fa"
arbeitsverhältnis,"das Arbeitsverhältnis, Arbeitsverhältnisse","employment relationship , رابطه استخدامی",Sie möchten bei einer Firma in Deutschland ihr Arbeitsverhältnis beenden. Was müssen Sie beachten?,noun,question,287,1,"en,fa"
arbeitswelt,"die Arbeitswelt, Arbeitswelten","working world , دنیای کار",Welches Gericht ist in Deutschland bei Konflikten in der Arbeitswelt zuständig?,noun,question,137,1,"en,fa"
armee,"die Armee, Armeen","army , ارتش",die deutsche Armee,noun,answer,77,1,"en,fa"
artikel,"der Artikel, Artikel","article , مقاله",Welches Grundrecht ist in Artikel 1 des Grundgesetzes der Bundesrepublik Deutschland garantiert?,noun,question,18,1,"en,fa"
attentat,"das Attentat, Attentate","assassination , ترور",das Attentat auf Hitler am 20. Juli 1944.,noun,answer,162,1,"en,fa"
auffordern,auffordern,"prompt , درخواست کنید","Welches Ehrenamt müssen deutsche Staatsbürgerinnen und Staatsbürger übernehmen, wenn sie dazu aufgefordert werden?",verb,question,282,1,"en,fa"
auflistung,"die Auflistung, Auflistungen","Listing , فهرست کردن","Welche der folgenden Auflistungen enthält nur Bundesländer, die zum Gebiet der früheren DDR gehörten?",noun,question,201,1,"en,fa"
aufruf,"der Aufruf, Aufrufe","call , تماس بگیرید",der öffentliche Aufruf zur Vernichtung Israels,noun,answer,111,1,"en,fa"
aufschreiben,aufschreiben,"write down , یادداشت کنید","Warum muss man in Deutschland bei der Steuererklärung aufschreiben, ob man zu einer Kirche gehört oder nicht? Weil …",verb,question,291,1,"en,fa"
aufstand,"der Aufstand, Aufstände","uprising , برخاست","Im Jahr 1953 gab es in der DDR einen Aufstand, an den lange Zeit in der Bundesrepublik Deutschland ein Feiertag erinnerte. Wann war das?",noun,question,186,1,"en,fa"
aufteilen,aufteilen,"divide , تقسیم کردن",Welche deutsche Stadt wurde nach dem Zweiten Weltkrieg in vier Sektoren aufgeteilt?,verb,question,177,1,"en,fa"
ausbilden,ausbilden,"train , فرم",gut ausgebildet ist.,verb,answer,250,1,"en,fa"
ausbildung,"die Ausbildung, Ausbildungen","education , آموزش و پرورش",Erwachsene müssen auch nach der Ausbildung immer weiter lernen.,noun,answer,284,1,"en,fa"
ausdruck,"der Ausdruck, Ausdrücke","expression , بیان","Wofür stand der Ausdruck ""Eiserner Vorhang""? Für die Abschottung …",noun,question,185,1,"en,fa"
ausdrücken,ausdrücken,"express , برای بیان",Was wollte Willy Brandt mit seinem Kniefall 1970 im ehemaligen jüdischen Ghetto in Warschau ausdrücken?,verb,question,181,1,"en,fa"
ausgleich,"der Ausgleich, Ausgleiche","equalization , جبران خسارت","richtet sich nach Angebot und Nachfrage, aber der Staat sorgt für einen sozialen Ausgleich.",noun,answer,171,1,"en,fa"
auslegung,"die Auslegung, Auslegungen","design , تفسیر",Welches Gericht in Deutschland ist zuständig für die Auslegung des Grundgesetzes?,noun,question,80,1,"en,fa"
ausländisch,Ausländische,"foreign , خارجی","Ausländische Arbeitnehmerinnen und Arbeitnehmer, die in den 50er und 60er Jahren von der Bundesrepublik Deutschland angeworben wurden, nannte man …",word,question,299,1,"en,fa"
aussage,"die Aussage, Aussagen","statement , بیان",Welche Aussage ist richtig? In Deutschland …,noun,question,33,1,"en,fa"
aussuchen,aussuchen,"select , انتخاب کنید",Man darf sich seinen Wohnort selbst aussuchen.,verb,answer,19,1,"en,fa"
auswahl,"die Auswahl, Auswahlen","selection , انتخاب",Sie kann die Theorie-Prüfung vielleicht in ihrer Muttersprache machen. Es gibt mehr als zehn Sprachen zur Auswahl.,noun,answer,268,1,"en,fa"
auswirkung,"die Auswirkung, Auswirkungen","effect , تاثیر",In Deutschland kann ein Regierungswechsel in einem Bundesland Auswirkungen auf die Bundespolitik haben. Das Regieren wird …,noun,question,91,1,"en,fa"
außenbeziehung,Außenbeziehungen,"external relationship , روابط خارجی",Senatorin/Senator für Außenbeziehungen,word,answer,BE-10,1,"en,fa"
bar,"das Bar, Bars","cash , خرس",Seit wann bezahlt man in Deutschland mit dem Euro in bar?,noun,question,240,1,"en,fa"
bedingungslos,bedingungslose,"unconditional , بدون قید و شرط",durch die bedingungslose Kapitulation Deutschlands,word,answer,179,1,"en,fa"
beenden,beenden,"finish , تمام کردن",Sie möchten bei einer Firma in Deutschland ihr Arbeitsverhältnis beenden. Was müssen Sie beachten?,verb,question,287,1,"en,fa"
befinden,befinden,"condition , وضعیت","in Berlin, weil sich dort das Bundeskanzleramt und der Bundestag befinden.",verb,answer,71,1,"en,fa"
begehen,begehen,"commit , متعهد شدن",eine Straftat begangen hat und angeklagt wird.,verb,answer,139,1,"en,fa"
begründen,begründen,"justify , توجیه کند",Woraus begründet sich Deutschlands besondere Verantwortung für Israel?,verb,question,288,1,"en,fa"
behandeln,behandeln,"treat , درمان","Was sollten Sie tun, wenn Sie von Ihrer Ansprechpartnerin/Ihrem Ansprechpartner in einer deutschen Behörde schlecht behandelt werden?",verb,question,276,1,"en,fa"
behauptung,"die Behauptung, Behauptungen","claim , ادعا",bei der öffentlichen Verbreitung falscher Behauptungen über einzelne Personen,noun,answer,16,1,"en,fa"
behinderung,"die Behinderung, Behinderungen","Disability , ناتوانی",Niemand darf z.B. wegen einer Behinderung benachteiligt werden.,noun,answer,262,1,"en,fa"
beitreten,beitreten,"join , ملحق شدن",Die heutigen fünf östlichen Bundesländer sind der Bundesrepublik Deutschland beigetreten.,verb,answer,204,1,"en,fa"
bekannt,bekannt,"known , شناخته شده است",Claus Schenk Graf von Stauffenberg wurde bekannt durch …,word,question,162,1,"en,fa"
bemalen,bemalen,"paint , رنگ کردن",Eier bemalen,verb,answer,293,1,"en,fa"
benachteiligen,benachteiligen,"disadvantage , ضرر",Niemand darf z.B. wegen einer Behinderung benachteiligt werden.,verb,answer,262,1,"en,fa"
beraten,beraten,"advise , نصیحت کردن",Wer berät in Deutschland Personen bei Rechtsfragen und vertritt sie vor Gericht?,verb,question,141,1,"en,fa"
berufsinformationszentrum,Berufsinformationszentrum,"career information center , مرکز اطلاعات شغلی",Das Berufsinformationszentrum BIZ bei der Bundesagentur für Arbeit in Deutschland hilft bei der …,word,question,259,1,"en,fa"
beschließen,beschließen,"decide , تصمیم بگیرند",Wer beschließt in Deutschland ein neues Gesetz?,verb,question,42,1,"en,fa"
beschweren,beschweren,"complain , شکایت کردن",Ich kann mich bei der Behördenleiterin/beim Behördenleiter beschweren.,verb,answer,276,1,"en,fa"
beschäftigen,beschäftigen,"employ , را اشغال کند",bei einer Firma oder Behörde beschäftigt.,verb,answer,23,1,"en,fa"
beschützen,beschützen,"protect , محافظت کنید",Eine Frau ist schwanger. Sie ist kurz vor und nach der Geburt ihres Kindes vom Gesetz besonders beschützt. Wie heißt dieser Schutz?,verb,question,247,1,"en,fa"
besonders,besonders,"especially , به ویژه",Eine Frau ist schwanger. Sie ist kurz vor und nach der Geburt ihres Kindes vom Gesetz besonders beschützt. Wie heißt dieser Schutz?,word,question,247,1,"en,fa"
beste,die Beste,"best , بهترین","In Deutschland hat man die besten Chancen auf einen gut bezahlten Arbeitsplatz, wenn man …",noun,question,250,1,"en,fa"
bestimmen,bestimmen,"determine , تعیین کنید",Wer bestimmt in Deutschland die Schulpolitik?,verb,question,49,1,"en,fa"
beteiligen,beteiligen,"participate , شرکت کنند",Ich beteilige mich an einer Bürgerinitiative für die Erhaltung der Buslinie oder gründe selber eine Initiative.,verb,answer,134,1,"en,fa"
betriebsrat,"der Betriebsrat, Betriebsräte","works council , شورای کار",der Betriebsrat,noun,answer,286,1,"en,fa"
bevölkerung,"die Bevölkerung, Bevölkerungen","population , جمعیت",In welchem anderen Land gibt es eine große deutschsprachige Bevölkerung?,noun,question,225,1,"en,fa"
bewerben,bewerben,"apply , اعمال شود","Ein Mann im Rollstuhl hat sich auf eine Stelle als Buchhalter beworben. Was ist ein Beispiel für Diskriminierung? Er bekommt die Stelle nur deshalb nicht, weil er …",verb,question,278,1,"en,fa"
bezahlt,bezahlten,"paid , پرداخت شده است","In Deutschland hat man die besten Chancen auf einen gut bezahlten Arbeitsplatz, wenn man …",word,question,250,1,"en,fa"
bezirk,"der Bezirk, Bezirke","district , منطقه",Welches ist ein Bezirk von Berlin?,noun,question,BE-2,1,"en,fa"
bezirksverordnetenversammlung,Bezirksverordnetenversammlung,"district assembly , جلسه شورای ولسوالی",Ab welchem Alter darf man in Berlin bei Kommunalwahlen (Wahl der Bezirksverordnetenversammlung) wählen?,word,question,BE-4,1,"en,fa"
bezug,"der Bezug, Bezüge","reference , رابطه",Welche Handlungen mit Bezug auf den Staat Israel sind in Deutschland verboten?,noun,question,111,1,"en,fa"
bild,"das Bild, Bilder","picture , تصویر",Was zeigt dieses Bild?,noun,question,55,1,"en,fa"
bitten,bitten,"ask , بپرسید",Er bat Polen und die polnischen Juden um Vergebung.,verb,answer,181,1,"en,fa"
biz,BIZ,"biz , بیز",Das Berufsinformationszentrum BIZ bei der Bundesagentur für Arbeit in Deutschland hilft bei der …,word,question,259,1,"en,fa"
briefgeheimnis,das Briefgeheimnis,"secrecy of correspondence , راز نامه",das Briefgeheimnis,noun,answer,274,1,"en,fa"
briefwahl,"die Briefwahl, Briefwahlen","postal vote , رای گیری پستی",Man kann durch Briefwahl seine Stimme abgeben.,noun,answer,133,1,"en,fa"
buchhalter,"der Buchhalter, Buchhalter","accountant , حسابدار","Ein Mann im Rollstuhl hat sich auf eine Stelle als Buchhalter beworben. Was ist ein Beispiel für Diskriminierung? Er bekommt die Stelle nur deshalb nicht, weil er …",noun,question,278,1,"en,fa"
bundesadler,Bundesadler,"federal eagle , عقاب فدرال",der Bundesadler,word,answer,216,1,"en,fa"
bundesagentur,"die Bundesagentur, Bundesagenturen","federal agency , آژانس فدرال",Das Berufsinformationszentrum BIZ bei der Bundesagentur für Arbeit in Deutschland hilft bei der …,noun,question,259,1,"en,fa"
bundeskanzleramt,"das Bundeskanzleramt, Bundeskanzlerämter","Federal Chancellery , صدراعظم فدرال","in Berlin, weil sich dort das Bundeskanzleramt und der Bundestag befinden.",noun,answer,71,1,"en,fa"
bundespolitik,"die Bundespolitik, Bundespolitiken","federal policy , سیاست فدرال",In Deutschland kann ein Regierungswechsel in einem Bundesland Auswirkungen auf die Bundespolitik haben. Das Regieren wird …,noun,question,91,1,"en,fa"
bundesregierung,"die Bundesregierung, Bundesregierungen","federal government , دولت فدرال",Wer ernennt in Deutschland die Ministerinnen/die Minister der Bundesregierung?,noun,question,58,1,"en,fa"
bundestagssitz,Bundestagssitz,"federal parliament seat , صندلی بوندستاگ",den Bundestagssitz in Berlin,word,answer,55,1,"en,fa"
bundesverdienstkreuz,"das Bundesverdienstkreuz, Bundesverdienstkreuze","federal cross of merit , صلیب فدرال شایستگی",Bundesverdienstkreuz,noun,answer,102,1,"en,fa"
bundesverfassungsgericht,"das Bundesverfassungsgericht, Bundesverfassungsgerichte","federal constitutional court , دادگاه قانون اساسی فدرال",Bundesverfassungsgericht,noun,answer,80,1,"en,fa"
bundesversammlung,"die Bundesversammlung, Bundesversammlungen","federal assembly , مجمع فدرال",die Bundesversammlung,noun,answer,86,1,"en,fa"
bundeswahlordnung,Bundeswahlordnung,"federal election code , مقررات انتخاباتی فدرال","Welcher Stimmzettel wäre bei einer Bundestagswahl gültig? In Anlehnung an Bundeswahlordnung (BWO), Anlage 26",word,question,130,1,"en,fa"
bundeswehr,die Bundeswehr,"federal armed forces , بوندسوهر",Was ist die Bundeswehr?,noun,question,77,1,"en,fa"
bunt,bunte,"colorful , رنگارنگ",Zu welchem Fest tragen Menschen in Deutschland bunte Kostüme und Masken?,word,question,264,1,"en,fa"
bwo,BWO,"bwo , bwo","Welcher Stimmzettel wäre bei einer Bundestagswahl gültig? In Anlehnung an Bundeswahlordnung (BWO), Anlage 26",word,question,130,1,"en,fa"
bürgerinitiative,"die Bürgerinitiative, Bürgerinitiativen","citizens' initiative , ابتکار شهروندان",Ich beteilige mich an einer Bürgerinitiative für die Erhaltung der Buslinie oder gründe selber eine Initiative.,noun,answer,134,1,"en,fa"
bürgerversammlung,Bürgerversammlung,"citizens' assembly , نشست شهروندان",die Bürgerversammlung,word,answer,48,1,"en,fa"
büro,"das Büro, Büros","office , دفتر",Frau Frost arbeitet als fest angestellte Mitarbeiterin in einem Büro. Was muss sie nicht von ihrem Gehalt bezahlen?,noun,question,285,1,"en,fa"
christentum,"das Christentum, Christentümer","Christianity , مسیحیت",das Christentum,noun,answer,295,1,"en,fa"
danach,Danach,"afterwards , پس از آن",Die Ehegatten führen mindestens ein Jahr getrennt ihr eigenes Leben. Danach ist die Scheidung möglich.,word,answer,254,1,"en,fa"
dauern,dauern,"last , آخرین",Welcher Krieg dauerte von 1939 bis 1945?,verb,question,160,1,"en,fa"
desto,desto,"the , بیشتر","Je mehr ""Zweitstimmen"" eine Partei bei einer Bundestagswahl bekommt, desto …",word,question,93,1,"en,fa"
deutlich,deutlich,"clear , به وضوح",Der damalige französische Staatspräsident François Mitterrand und der damalige deutsche Bundeskanzler Helmut Kohl gedenken in Verdun gemeinsam der Toten beider Weltkriege. Welches Ziel der Europäischen Union wird bei diesem Treffen deutlich?,word,question,235,1,"en,fa"
deutsch,Deutsch,"German , آلمانی","Eine junge Frau will den Führerschein machen. Sie hat Angst vor der Prüfung, weil ihre Muttersprache nicht Deutsch ist. Was ist richtig?",noun,question,268,1,"en,fa"
deutschsprachig,deutschsprachige,"German-speaking , آلمانی صحبت کردن",In welchem anderen Land gibt es eine große deutschsprachige Bevölkerung?,word,question,225,1,"en,fa"
dort,dort,"there , وجود دارد","in Berlin, weil sich dort das Bundeskanzleramt und der Bundestag befinden.",word,answer,71,1,"en,fa"
dreistufig,dreistufigen,"three-stage , سه مرحله ای",Die Bundesrepublik Deutschland hat einen dreistufigen Verwaltungsaufbau. Wie heißt die unterste politische Stufe?,word,question,69,1,"en,fa"
dritte,die Dritte,"third , سوم","Das ""Dritte Reich"" war eine …",noun,question,158,1,"en,fa"
ehegatte,"der Ehegatte, Ehegatten","spouse , همسر",Die Ehegatten führen mindestens ein Jahr getrennt ihr eigenes Leben. Danach ist die Scheidung möglich.,noun,answer,254,1,"en,fa"
ehemalig,ehemaligen,"Former , سابق",Was wollte Willy Brandt mit seinem Kniefall 1970 im ehemaligen jüdischen Ghetto in Warschau ausdrücken?,word,question,181,1,"en,fa"
ehescheidung,"die Ehescheidung, Ehescheidungen","divorce , طلاق",Was braucht man in Deutschland für eine Ehescheidung?,noun,question,275,1,"en,fa"
ehren,ehren,"honor , افتخار","Womit kann man in der Bundesrepublik Deutschland geehrt werden, wenn man auf politischem, wirtschaftlichem, kulturellem, geistigem oder sozialem Gebiet eine besondere Leistung erbracht hat? Mit dem …",verb,question,102,1,"en,fa"
ehrenamt,"das Ehrenamt, Ehrenämter","honorary , کار داوطلبانه","Welches Ehrenamt müssen deutsche Staatsbürgerinnen und Staatsbürger übernehmen, wenn sie dazu aufgefordert werden?",noun,question,282,1,"en,fa"
ehrenamtlich,ehrenamtlich,"honorary , به طور داوطلبانه",Viele Menschen in Deutschland arbeiten in ihrer Freizeit ehrenamtlich. Was bedeutet das?,word,question,132,1,"en,fa"
ehrenamtlicher,der Ehrenamtlicher,"volunteer , داوطلب",eine ehrenamtliche Richterin/ein ehrenamtlicher Richter.,noun,answer,150,1,"en,fa"
einhaltung,"die Einhaltung, Einhaltungen","compliance , انطباق",die Einhaltung von Gesetzen zu überwachen,noun,answer,148,1,"en,fa"
einigkeit,die Einigkeit,"unity , وحدت",Einigkeit und Recht und Freiheit …,noun,answer,40,1,"en,fa"
einlegen,einlegen,"insert , درج کنید",Einspruch einlegen.,verb,answer,280,1,"en,fa"
einrichtung,"die Einrichtung, Einrichtungen","furnishing , اثاثیه",Die Volkshochschule in Deutschland ist eine Einrichtung …,noun,question,270,1,"en,fa"
einschränken,einschränken,"restrict , محدود کردن",Wann ist die Meinungsfreiheit in Deutschland eingeschränkt?,verb,question,16,1,"en,fa"
einspruch,"der Einspruch, Einsprüche","objection , اعتراض",Einspruch einlegen.,noun,answer,280,1,"en,fa"
einwohnermeldeamt,"das Einwohnermeldeamt, Einwohnermeldeämter","residents' registration office , اداره ثبت نام ساکنین",beim Einwohnermeldeamt,noun,answer,253,1,"en,fa"
einzelner,der Einzelner,"individual , فردی",bei der öffentlichen Verbreitung falscher Behauptungen über einzelne Personen,noun,answer,16,1,"en,fa"
eisern,Eiserner,"iron , آهن","Wofür stand der Ausdruck ""Eiserner Vorhang""? Für die Abschottung …",word,question,185,1,"en,fa"
elsass,das Elsass,"Alsace , آلزاس",Elsass-Lothringen,noun,answer,25,1,"en,fa"
elterngeld,das Elterngeld,"parental allowance , کمک هزینه والدین","Frau Seger bekommt ein Kind. Was muss sie tun, um Elterngeld zu erhalten?",noun,question,241,1,"en,fa"
elterngeldstelle,Elterngeldstelle,"parental allowance office , دفتر کمک هزینه والدین",Sie muss einen Antrag bei der Elterngeldstelle stellen.,word,answer,241,1,"en,fa"
enden,enden,"end , پایان",Wie endete der Zweite Weltkrieg in Europa offiziell?,verb,question,179,1,"en,fa"
enthalten,enthalten,"contain , حاوی","Welche der folgenden Auflistungen enthält nur Bundesländer, die zum Gebiet der früheren DDR gehörten?",verb,question,201,1,"en,fa"
entlassung,"die Entlassung, Entlassungen","dismissal , اخراج",Eine Frau in Deutschland verliert ihre Arbeit. Was darf nicht der Grund für diese Entlassung sein?,noun,question,104,1,"en,fa"
entscheidung,"die Entscheidung, Entscheidungen","decision , تصمیم گیری",Sie müssen die Entscheidung der volljährigen Tochter respektieren.,noun,answer,267,1,"en,fa"
erbringen,erbringen,"provide , فراهم کند","Womit kann man in der Bundesrepublik Deutschland geehrt werden, wenn man auf politischem, wirtschaftlichem, kulturellem, geistigem oder sozialem Gebiet eine besondere Leistung erbracht hat? Mit dem …",verb,question,102,1,"en,fa"
ereignen,ereignen,"occur , رخ دهد",Was ereignete sich am 17. Juni 1953 in der DDR?,verb,question,210,1,"en,fa"
erhaltung,"die Erhaltung, Erhaltungen","conservation , حفاظت",Ich beteilige mich an einer Bürgerinitiative für die Erhaltung der Buslinie oder gründe selber eine Initiative.,noun,answer,134,1,"en,fa"
erheben,erheben,"raise , بالا بردن",Kündigungsschutzklage erheben,verb,answer,138,1,"en,fa"
ermöglichen,ermöglichen,"enable , ممکن کردن",nach dem Willen der Wählermehrheit den Wechsel der Regierung zu ermöglichen.,verb,answer,125,1,"en,fa"
ernennen,ernennen,"appoint , تعیین کنید",Wer ernennt in Deutschland die Ministerinnen/die Minister der Bundesregierung?,verb,question,58,1,"en,fa"
ernennungsurkunde,"die Ernennungsurkunde, Ernennungsurkunden","certificate of appointment , گواهی انتصاب",Der deutsche Bundespräsident Gustav Heinemann gibt Helmut Schmidt 1974 die Ernennungsurkunde zum deutschen Bundeskanzler. Was gehört zu den Aufgaben der deutschen Bundespräsidentin/des deutschen Bundespräsidenten?,noun,question,70,1,"en,fa"
erschweren,erschweren,"complicate , پیچیده کردن",viele kleine Parteien die Regierungsbildung erschweren.,verb,answer,127,1,"en,fa"
ersteinschulung,Ersteinschulung,"initial training , آموزش اولیه",In Deutschland haben Kinder ab dem Alter von drei Jahren bis zur Ersteinschulung einen Anspruch auf …,word,question,269,1,"en,fa"
erstmals,erstmals,"for the first time , برای اولین بار",Vor wie vielen Jahren gab es erstmals eine jüdische Gemeinde auf dem Gebiet des heutigen Deutschlands?,word,question,59,1,"en,fa"
erwerbstätige,Erwerbstätigen,"employed , استخدام شده است",In Deutschland sind die meisten Erwerbstätigen …,word,question,23,1,"en,fa"
erziehungsberechtigter,der Erziehungsberechtigter,"legal guardian , قیم قانونی",die Eltern/die Erziehungsberechtigten,noun,answer,242,1,"en,fa"
eröffnen,eröffnen,"open , باز کردن",Ein Ehepaar möchte in Deutschland ein Restaurant eröffnen. Was braucht es dazu unbedingt?,verb,question,256,1,"en,fa"
etwa,etwa,"about , تقریبا",vor etwa 1700 Jahren,word,answer,59,1,"en,fa"
europawahl,"die Europawahl, Europawahlen","european election , انتخابات اروپا",Wer wird bei der Europawahl gewählt?,noun,question,232,1,"en,fa"
ewg,EWG,"ewg , اوو",Gründung der Europäischen Wirtschaftsgemeinschaft (EWG),word,answer,237,1,"en,fa"
fahren,fahren,"drive , رانندگی کنید","Man will die Buslinie abschaffen, mit der Sie immer zur Arbeit fahren. Was können Sie machen, um die Buslinie zu erhalten?",verb,question,134,1,"en,fa"
finanzieren,finanzieren,"finance , امور مالی",Womit finanziert der deutsche Staat die Sozialversicherung?,verb,question,35,1,"en,fa"
