word,display,translation,example,type,example_source,question_id,count,target_language
weihnachten,"das Weihnachten, Weihnachten","christmas , کریسمس",Was ist in Deutschland ein Brauch zu Weihnachten?,noun,question,271,2,"en,fa"
wiedervereinigung,"die Wiedervereinigung, Wiedervereinigungen","reunification , اتحاد مجدد",Wie viele Bundesländer kamen bei der Wiedervereinigung 1990 zur Bundesrepublik Deutschland hinzu?,noun,question,218,2,"en,fa"
wirtschaftsgemeinschaft,Wirtschaftsgemeinschaft,"economic community , جامعه اقتصادی",Gründung der Europäischen Wirtschaftsgemeinschaft (EWG),word,answer,237,2,"en,fa"
wohnort,"der Wohnort, Wohnorte","place of residence , محل سکونت",Man darf sich seinen Wohnort selbst aussuchen.,noun,answer,19,2,"en,fa"
womit,Womit,"with which , با چی",Womit finanziert der deutsche Staat die Sozialversicherung?,word,question,35,2,"en,fa"
woran,Woran,"what , چی",206. Woran erinnern die sogenannten „Stolpersteine“ in Deutschland?,word,question,206,2,"en,fa"
wählerstimme,Wählerstimmen,"vote , رای رای دهندگان",Eine Partei möchte in den Deutschen Bundestag. Sie muss aber einen Mindestanteil an Wählerstimmen haben. Das heißt …,word,question,121,2,"en,fa"
während,während,"while , در حالی که",Was gab es in Deutschland nicht während der Zeit des Nationalsozialismus?,word,question,159,2,"en,fa"
zerstören,zerstören,"destroy , نابود کردن",In welchem Jahr zerstörten die Nationalsozialisten Synagogen und jüdische Geschäfte in Deutschland?,verb,question,163,2,"en,fa"
ziel,"das Ziel, Ziele","goal , هدف","Eine Partei in Deutschland verfolgt das Ziel, eine Diktatur zu errichten. Sie ist dann …",noun,question,20,2,"en,fa"
zusammen,zusammen,"together , با هم",Durch welche Verträge schloss sich die Bundesrepublik Deutschland mit anderen Staaten zur Europäischen Wirtschaftsgemeinschaft zusammen?,word,question,239,2,"en,fa"
zusammenarbeit,die Zusammenarbeit,"cooperation , همکاری",Die Zusammenarbeit von Parteien zur Bildung einer Regierung nennt man in Deutschland …,noun,question,31,2,"en,fa"
zuständig,zuständig,"responsible , مسئول",Welches Gericht in Deutschland ist zuständig für die Auslegung des Grundgesetzes?,word,question,80,2,"en,fa"
zwang,"der Zwang, Zwänge","forced , تعهد","Jede Person kann ohne Zwang entscheiden, ob sie wählen möchte und wen sie wählen möchte.",noun,answer,119,2,"en,fa"
zwei,"die Zwei, Zweien","two , دو",Ein Mann ist mit zwei Frauen zur selben Zeit verheiratet.,noun,answer,272,2,"en,fa"
zweitstimme,"die Zweitstimme, Zweitstimmen","second voice , رای دوم","Je mehr ""Zweitstimmen"" eine Partei bei einer Bundestagswahl bekommt, desto …",noun,question,93,2,"en,fa"
zählen,zählen,"count , برای شمردن",Sie zählen die Stimmen nach dem Ende der Wahl.,verb,answer,105,2,"en,fa"
öffnen,öffnen,"Open , باز کردن",Wann wurde die Mauer in Berlin für alle geöffnet?,verb,question,191,2,"en,fa"
