word,display,translation,example,type,example_source,question_id,count,target_language
angebot,"das Angebot, Angebote",offer,"richtet sich nach Angebot und Nachfrage, aber der Staat sorgt für einen sozialen Ausgleich.",noun,answer,171,1,en
angestellte,die Angestellte,employee,Frau Frost arbeitet als fest angestellte Mitarbeiterin in einem Büro. Was muss sie nicht von ihrem Gehalt bezahlen?,noun,question,285,1,en
angeworben,angeworben,recruited,"Ausländische Arbeitnehmerinnen und Arbeitnehmer, die in den 50er und 60er Jahren von der Bundesrepublik Deutschland angeworben wurden, nannte man …",verb,question,299,1,en
angst,"die Angst, Ängste",fear,"Eine junge Frau will den Führerschein machen. Sie hat Angst vor der Prüfung, weil ihre Muttersprache nicht Deutsch ist. Was ist richtig?",noun,question,268,1,en
anhänger,"der Anhänger, Anhänger",trailer,Jüdische Geschäfte und Synagogen werden durch Nationalsozialisten und ihre Anhänger zerstört.,noun,answer,164,1,en
anklagen,anklagen,accuse,eine Straftat begangen hat und angeklagt wird.,verb,answer,139,1,en
anlage,"die Anlage, Anlagen",plant,"Welcher Stimmzettel wäre bei einer Bundestagswahl gültig? In Anlehnung an Bundeswahlordnung (BWO), Anlage 26",noun,question,130,1,en
anlehnung,"die Anlehnung, Anlehnungen",leaning,"Welcher Stimmzettel wäre bei einer Bundestagswahl gültig? In Anlehnung an Bundeswahlordnung (BWO), Anlage 26",noun,question,130,1,en
annehmen,annehmen,Accept,"Man darf Geld annehmen, wenn man dafür eine bestimmte Kandidatin/einen bestimmten Kandidaten wählt.",verb,answer,5,1,en
anspruch,"der Anspruch, Ansprüche",claim,In Deutschland haben Kinder ab dem Alter von drei Jahren bis zur Ersteinschulung einen Anspruch auf …,noun,question,269,1,en
anstellen,anstellen,hire,"Was bezahlt man in Deutschland automatisch, wenn man fest angestellt ist?",verb,question,97,1,en
antrag,"der Antrag, Anträge",application,Sie muss einen Antrag bei der Elterngeldstelle stellen.,noun,answer,241,1,en
anwesenheitspflicht,die Anwesenheitspflicht,compulsory attendance,Anwesenheitspflicht.,noun,answer,260,1,en
arbeitsplatz,"der Arbeitsplatz, Arbeitsplätze",workplace,"In Deutschland hat man die besten Chancen auf einen gut bezahlten Arbeitsplatz, wenn man …",noun,question,250,1,en
arbeitsverhältnis,"das Arbeitsverhältnis, Arbeitsverhältnisse",employment relationship,Sie möchten bei einer Firma in Deutschland ihr Arbeitsverhältnis beenden. Was müssen Sie beachten?,noun,question,287,1,en
arbeitswelt,"die Arbeitswelt, Arbeitswelten",working world,Welches Gericht ist in Deutschland bei Konflikten in der Arbeitswelt zuständig?,noun,question,137,1,en
armee,"die Armee, Armeen",army,die deutsche Armee,noun,answer,77,1,en
artikel,"der Artikel, Artikel",article,Welches Grundrecht ist in Artikel 1 des Grundgesetzes der Bundesrepublik Deutschland garantiert?,noun,question,18,1,en
attentat,"das Attentat, Attentate",assassination,das Attentat auf Hitler am 20. Juli 1944.,noun,answer,162,1,en
auffordern,auffordern,prompt,"Welches Ehrenamt müssen deutsche Staatsbürgerinnen und Staatsbürger übernehmen, wenn sie dazu aufgefordert werden?",verb,question,282,1,en
auflistung,"die Auflistung, Auflistungen",Listing,"Welche der folgenden Auflistungen enthält nur Bundesländer, die zum Gebiet der früheren DDR gehörten?",noun,question,201,1,en
aufruf,"der Aufruf, Aufrufe",call,der öffentliche Aufruf zur Vernichtung Israels,noun,answer,111,1,en
aufschreiben,aufschreiben,write down,"Warum muss man in Deutschland bei der Steuererklärung aufschreiben, ob man zu einer Kirche gehört oder nicht? Weil …",verb,question,291,1,en
aufstand,"der Aufstand, Aufstände",uprising,"Im Jahr 1953 gab es in der DDR einen Aufstand, an den lange Zeit in der Bundesrepublik Deutschland ein Feiertag erinnerte. Wann war das?",noun,question,186,1,en
aufteilen,aufteilen,divide,Welche deutsche Stadt wurde nach dem Zweiten Weltkrieg in vier Sektoren aufgeteilt?,verb,question,177,1,en
ausbilden,ausbilden,train,gut ausgebildet ist.,verb,answer,250,1,en
ausbildung,"die Ausbildung, Ausbildungen",education,Erwachsene müssen auch nach der Ausbildung immer weiter lernen.,noun,answer,284,1,en
ausdruck,"der Ausdruck, Ausdrücke",expression,"Wofür stand der Ausdruck ""Eiserner Vorhang""? Für die Abschottung …",noun,question,185,1,en
ausdrücken,ausdrücken,express,Was wollte Willy Brandt mit seinem Kniefall 1970 im ehemaligen jüdischen Ghetto in Warschau ausdrücken?,verb,question,181,1,en
ausgleich,"der Ausgleich, Ausgleiche",equalization,"richtet sich nach Angebot und Nachfrage, aber der Staat sorgt für einen sozialen Ausgleich.",noun,answer,171,1,en
auslegung,"die Auslegung, Auslegungen",design,Welches Gericht in Deutschland ist zuständig für die Auslegung des Grundgesetzes?,noun,question,80,1,en
ausländisch,Ausländische,foreign,"Ausländische Arbeitnehmerinnen und Arbeitnehmer, die in den 50er und 60er Jahren von der Bundesrepublik Deutschland angeworben wurden, nannte man …",word,question,299,1,en
aussage,"die Aussage, Aussagen",statement,Welche Aussage ist richtig? In Deutschland …,noun,question,33,1,en
aussuchen,aussuchen,select,Man darf sich seinen Wohnort selbst aussuchen.,verb,answer,19,1,en
auswahl,"die Auswahl, Auswahlen",selection,Sie kann die Theorie-Prüfung vielleicht in ihrer Muttersprache machen. Es gibt mehr als zehn Sprachen zur Auswahl.,noun,answer,268,1,en
auswirkung,"die Auswirkung, Auswirkungen",effect,In Deutschland kann ein Regierungswechsel in einem Bundesland Auswirkungen auf die Bundespolitik haben. Das Regieren wird …,noun,question,91,1,en
außenbeziehung,Außenbeziehungen,external relationship,Senatorin/Senator für Außenbeziehungen,word,answer,BE-10,1,en
bar,"das Bar, Bars",cash,Seit wann bezahlt man in Deutschland mit dem Euro in bar?,noun,question,240,1,en
bedingungslos,bedingungslose,unconditional,durch die bedingungslose Kapitulation Deutschlands,word,answer,179,1,en
beenden,beenden,finish,Sie möchten bei einer Firma in Deutschland ihr Arbeitsverhältnis beenden. Was müssen Sie beachten?,verb,question,287,1,en
befinden,befinden,condition,"in Berlin, weil sich dort das Bundeskanzleramt und der Bundestag befinden.",verb,answer,71,1,en
begehen,begehen,commit,eine Straftat begangen hat und angeklagt wird.,verb,answer,139,1,en
begründen,begründen,justify,Woraus begründet sich Deutschlands besondere Verantwortung für Israel?,verb,question,288,1,en
behandeln,behandeln,treat,"Was sollten Sie tun, wenn Sie von Ihrer Ansprechpartnerin/Ihrem Ansprechpartner in einer deutschen Behörde schlecht behandelt werden?",verb,question,276,1,en
behauptung,"die Behauptung, Behauptungen",claim,bei der öffentlichen Verbreitung falscher Behauptungen über einzelne Personen,noun,answer,16,1,en
behinderung,"die Behinderung, Behinderungen",Disability,Niemand darf z.B. wegen einer Behinderung benachteiligt werden.,noun,answer,262,1,en
beitreten,beitreten,join,Die heutigen fünf östlichen Bundesländer sind der Bundesrepublik Deutschland beigetreten.,verb,answer,204,1,en
bekannt,bekannt,known,Claus Schenk Graf von Stauffenberg wurde bekannt durch …,word,question,162,1,en
bemalen,bemalen,paint,Eier bemalen,verb,answer,293,1,en
benachteiligen,benachteiligen,disadvantage,Niemand darf z.B. wegen einer Behinderung benachteiligt werden.,verb,answer,262,1,en
beraten,beraten,advise,Wer berät in Deutschland Personen bei Rechtsfragen und vertritt sie vor Gericht?,verb,question,141,1,en
berufsinformationszentrum,Berufsinformationszentrum,career information center,Das Berufsinformationszentrum BIZ bei der Bundesagentur für Arbeit in Deutschland hilft bei der …,word,question,259,1,en
beschließen,beschließen,decide,Wer beschließt in Deutschland ein neues Gesetz?,verb,question,42,1,en
beschweren,beschweren,complain,Ich kann mich bei der Behördenleiterin/beim Behördenleiter beschweren.,verb,answer,276,1,en
beschäftigen,beschäftigen,employ,bei einer Firma oder Behörde beschäftigt.,verb,answer,23,1,en
beschützen,beschützen,protect,Eine Frau ist schwanger. Sie ist kurz vor und nach der Geburt ihres Kindes vom Gesetz besonders beschützt. Wie heißt dieser Schutz?,verb,question,247,1,en
besonders,besonders,especially,Eine Frau ist schwanger. Sie ist kurz vor und nach der Geburt ihres Kindes vom Gesetz besonders beschützt. Wie heißt dieser Schutz?,word,question,247,1,en
beste,die Beste,best,"In Deutschland hat man die besten Chancen auf einen gut bezahlten Arbeitsplatz, wenn man …",noun,question,250,1,en
bestimmen,bestimmen,determine,Wer bestimmt in Deutschland die Schulpolitik?,verb,question,49,1,en
beteiligen,beteiligen,participate,Ich beteilige mich an einer Bürgerinitiative für die Erhaltung der Buslinie oder gründe selber eine Initiative.,verb,answer,134,1,en
betriebsrat,"der Betriebsrat, Betriebsräte",works council,der Betriebsrat,noun,answer,286,1,en
bevölkerung,"die Bevölkerung, Bevölkerungen",population,In welchem anderen Land gibt es eine große deutschsprachige Bevölkerung?,noun,question,225,1,en
bewerben,bewerben,apply,"Ein Mann im Rollstuhl hat sich auf eine Stelle als Buchhalter beworben. Was ist ein Beispiel für Diskriminierung? Er bekommt die Stelle nur deshalb nicht, weil er …",verb,question,278,1,en
bezahlt,bezahlten,paid,"In Deutschland hat man die besten Chancen auf einen gut bezahlten Arbeitsplatz, wenn man …",word,question,250,1,en
bezirk,"der Bezirk, Bezirke",district,Welches ist ein Bezirk von Berlin?,noun,question,BE-2,1,en
bezirksverordnetenversammlung,Bezirksverordnetenversammlung,district assembly,Ab welchem Alter darf man in Berlin bei Kommunalwahlen (Wahl der Bezirksverordnetenversammlung) wählen?,word,question,BE-4,1,en
bezug,"der Bezug, Bezüge",reference,Welche Handlungen mit Bezug auf den Staat Israel sind in Deutschland verboten?,noun,question,111,1,en
bild,"das Bild, Bilder",picture,Was zeigt dieses Bild?,noun,question,55,1,en
bitten,bitten,ask,Er bat Polen und die polnischen Juden um Vergebung.,verb,answer,181,1,en
biz,BIZ,biz,Das Berufsinformationszentrum BIZ bei der Bundesagentur für Arbeit in Deutschland hilft bei der …,word,question,259,1,en
briefgeheimnis,das Briefgeheimnis,secrecy of correspondence,das Briefgeheimnis,noun,answer,274,1,en
briefwahl,"die Briefwahl, Briefwahlen",postal vote,Man kann durch Briefwahl seine Stimme abgeben.,noun,answer,133,1,en
buchhalter,"der Buchhalter, Buchhalter",accountant,"Ein Mann im Rollstuhl hat sich auf eine Stelle als Buchhalter beworben. Was ist ein Beispiel für Diskriminierung? Er bekommt die Stelle nur deshalb nicht, weil er …",noun,question,278,1,en
bundesadler,Bundesadler,federal eagle,der Bundesadler,word,answer,216,1,en
bundesagentur,"die Bundesagentur, Bundesagenturen",federal agency,Das Berufsinformationszentrum BIZ bei der Bundesagentur für Arbeit in Deutschland hilft bei der …,noun,question,259,1,en
bundeskanzleramt,"das Bundeskanzleramt, Bundeskanzlerämter",Federal Chancellery,"in Berlin, weil sich dort das Bundeskanzleramt und der Bundestag befinden.",noun,answer,71,1,en
bundespolitik,"die Bundespolitik, Bundespolitiken",federal policy,In Deutschland kann ein Regierungswechsel in einem Bundesland Auswirkungen auf die Bundespolitik haben. Das Regieren wird …,noun,question,91,1,en
bundesregierung,"die Bundesregierung, Bundesregierungen",federal government,Wer ernennt in Deutschland die Ministerinnen/die Minister der Bundesregierung?,noun,question,58,1,en
bundestagssitz,Bundestagssitz,federal parliament seat,den Bundestagssitz in Berlin,word,answer,55,1,en
bundesverdienstkreuz,"das Bundesverdienstkreuz, Bundesverdienstkreuze",federal cross of merit,Bundesverdienstkreuz,noun,answer,102,1,en
bundesverfassungsgericht,"das Bundesverfassungsgericht, Bundesverfassungsgerichte",federal constitutional court,Bundesverfassungsgericht,noun,answer,80,1,en
bundesversammlung,"die Bundesversammlung, Bundesversammlungen",federal assembly,die Bundesversammlung,noun,answer,86,1,en
bundeswahlordnung,Bundeswahlordnung,federal election code,"Welcher Stimmzettel wäre bei einer Bundestagswahl gültig? In Anlehnung an Bundeswahlordnung (BWO), Anlage 26",word,question,130,1,en
bundeswehr,die Bundeswehr,federal armed forces,Was ist die Bundeswehr?,noun,question,77,1,en
bunt,bunte,colorful,Zu welchem Fest tragen Menschen in Deutschland bunte Kostüme und Masken?,word,question,264,1,en
bwo,BWO,bwo,"Welcher Stimmzettel wäre bei einer Bundestagswahl gültig? In Anlehnung an Bundeswahlordnung (BWO), Anlage 26",word,question,130,1,en
bürgerinitiative,"die Bürgerinitiative, Bürgerinitiativen",citizens' initiative,Ich beteilige mich an einer Bürgerinitiative für die Erhaltung der Buslinie oder gründe selber eine Initiative.,noun,answer,134,1,en
bürgerversammlung,Bürgerversammlung,citizens' assembly,die Bürgerversammlung,word,answer,48,1,en
büro,"das Büro, Büros",office,Frau Frost arbeitet als fest angestellte Mitarbeiterin in einem Büro. Was muss sie nicht von ihrem Gehalt bezahlen?,noun,question,285,1,en
christentum,"das Christentum, Christentümer",Christianity,das Christentum,noun,answer,295,1,en
danach,Danach,afterwards,Die Ehegatten führen mindestens ein Jahr getrennt ihr eigenes Leben. Danach ist die Scheidung möglich.,word,answer,254,1,en
dauern,dauern,last,Welcher Krieg dauerte von 1939 bis 1945?,verb,question,160,1,en
desto,desto,the,"Je mehr ""Zweitstimmen"" eine Partei bei einer Bundestagswahl bekommt, desto …",word,question,93,1,en
deutlich,deutlich,clear,Der damalige französische Staatspräsident François Mitterrand und der damalige deutsche Bundeskanzler Helmut Kohl gedenken in Verdun gemeinsam der Toten beider Weltkriege. Welches Ziel der Europäischen Union wird bei diesem Treffen deutlich?,word,question,235,1,en
deutsch,Deutsch,German,"Eine junge Frau will den Führerschein machen. Sie hat Angst vor der Prüfung, weil ihre Muttersprache nicht Deutsch ist. Was ist richtig?",noun,question,268,1,en
deutschsprachig,deutschsprachige,German-speaking,In welchem anderen Land gibt es eine große deutschsprachige Bevölkerung?,word,question,225,1,en
dort,dort,there,"in Berlin, weil sich dort das Bundeskanzleramt und der Bundestag befinden.",word,answer,71,1,en
dreistufig,dreistufigen,three-stage,Die Bundesrepublik Deutschland hat einen dreistufigen Verwaltungsaufbau. Wie heißt die unterste politische Stufe?,word,question,69,1,en
dritte,die Dritte,third,"Das ""Dritte Reich"" war eine …",noun,question,158,1,en
ehegatte,"der Ehegatte, Ehegatten",spouse,Die Ehegatten führen mindestens ein Jahr getrennt ihr eigenes Leben. Danach ist die Scheidung möglich.,noun,answer,254,1,en
ehemalig,ehemaligen,Former,Was wollte Willy Brandt mit seinem Kniefall 1970 im ehemaligen jüdischen Ghetto in Warschau ausdrücken?,word,question,181,1,en
ehescheidung,"die Ehescheidung, Ehescheidungen",divorce,Was braucht man in Deutschland für eine Ehescheidung?,noun,question,275,1,en
ehren,ehren,honor,"Womit kann man in der Bundesrepublik Deutschland geehrt werden, wenn man auf politischem, wirtschaftlichem, kulturellem, geistigem oder sozialem Gebiet eine besondere Leistung erbracht hat? Mit dem …",verb,question,102,1,en
ehrenamt,"das Ehrenamt, Ehrenämter",honorary,"Welches Ehrenamt müssen deutsche Staatsbürgerinnen und Staatsbürger übernehmen, wenn sie dazu aufgefordert werden?",noun,question,282,1,en
ehrenamtlich,ehrenamtlich,honorary,Viele Menschen in Deutschland arbeiten in ihrer Freizeit ehrenamtlich. Was bedeutet das?,word,question,132,1,en
ehrenamtlicher,der Ehrenamtlicher,volunteer,eine ehrenamtliche Richterin/ein ehrenamtlicher Richter.,noun,answer,150,1,en
einhaltung,"die Einhaltung, Einhaltungen",compliance,die Einhaltung von Gesetzen zu überwachen,noun,answer,148,1,en
einigkeit,die Einigkeit,unity,Einigkeit und Recht und Freiheit …,noun,answer,40,1,en
einlegen,einlegen,insert,Einspruch einlegen.,verb,answer,280,1,en
einrichtung,"die Einrichtung, Einrichtungen",furnishing,Die Volkshochschule in Deutschland ist eine Einrichtung …,noun,question,270,1,en
einschränken,einschränken,restrict,Wann ist die Meinungsfreiheit in Deutschland eingeschränkt?,verb,question,16,1,en
einspruch,"der Einspruch, Einsprüche",objection,Einspruch einlegen.,noun,answer,280,1,en
einwohnermeldeamt,"das Einwohnermeldeamt, Einwohnermeldeämter",residents' registration office,beim Einwohnermeldeamt,noun,answer,253,1,en
einzelner,der Einzelner,individual,bei der öffentlichen Verbreitung falscher Behauptungen über einzelne Personen,noun,answer,16,1,en
eisern,Eiserner,iron,"Wofür stand der Ausdruck ""Eiserner Vorhang""? Für die Abschottung …",word,question,185,1,en
elsass,das Elsass,Alsace,Elsass-Lothringen,noun,answer,25,1,en
elterngeld,das Elterngeld,parental allowance,"Frau Seger bekommt ein Kind. Was muss sie tun, um Elterngeld zu erhalten?",noun,question,241,1,en
elterngeldstelle,Elterngeldstelle,parental allowance office,Sie muss einen Antrag bei der Elterngeldstelle stellen.,word,answer,241,1,en
enden,enden,end,Wie endete der Zweite Weltkrieg in Europa offiziell?,verb,question,179,1,en
enthalten,enthalten,contain,"Welche der folgenden Auflistungen enthält nur Bundesländer, die zum Gebiet der früheren DDR gehörten?",verb,question,201,1,en
entlassung,"die Entlassung, Entlassungen",dismissal,Eine Frau in Deutschland verliert ihre Arbeit. Was darf nicht der Grund für diese Entlassung sein?,noun,question,104,1,en
entscheidung,"die Entscheidung, Entscheidungen",decision,Sie müssen die Entscheidung der volljährigen Tochter respektieren.,noun,answer,267,1,en
erbringen,erbringen,provide,"Womit kann man in der Bundesrepublik Deutschland geehrt werden, wenn man auf politischem, wirtschaftlichem, kulturellem, geistigem oder sozialem Gebiet eine besondere Leistung erbracht hat? Mit dem …",verb,question,102,1,en
ereignen,ereignen,occur,Was ereignete sich am 17. Juni 1953 in der DDR?,verb,question,210,1,en
erhaltung,"die Erhaltung, Erhaltungen",conservation,Ich beteilige mich an einer Bürgerinitiative für die Erhaltung der Buslinie oder gründe selber eine Initiative.,noun,answer,134,1,en
erheben,erheben,raise,Kündigungsschutzklage erheben,verb,answer,138,1,en
ermöglichen,ermöglichen,enable,nach dem Willen der Wählermehrheit den Wechsel der Regierung zu ermöglichen.,verb,answer,125,1,en
ernennen,ernennen,appoint,Wer ernennt in Deutschland die Ministerinnen/die Minister der Bundesregierung?,verb,question,58,1,en
ernennungsurkunde,"die Ernennungsurkunde, Ernennungsurkunden",certificate of appointment,Der deutsche Bundespräsident Gustav Heinemann gibt Helmut Schmidt 1974 die Ernennungsurkunde zum deutschen Bundeskanzler. Was gehört zu den Aufgaben der deutschen Bundespräsidentin/des deutschen Bundespräsidenten?,noun,question,70,1,en
erschweren,erschweren,complicate,viele kleine Parteien die Regierungsbildung erschweren.,verb,answer,127,1,en
ersteinschulung,Ersteinschulung,initial training,In Deutschland haben Kinder ab dem Alter von drei Jahren bis zur Ersteinschulung einen Anspruch auf …,word,question,269,1,en
erstmals,erstmals,for the first time,Vor wie vielen Jahren gab es erstmals eine jüdische Gemeinde auf dem Gebiet des heutigen Deutschlands?,word,question,59,1,en
erwerbstätige,Erwerbstätigen,employed,In Deutschland sind die meisten Erwerbstätigen …,word,question,23,1,en
erziehungsberechtigter,der Erziehungsberechtigter,legal guardian,die Eltern/die Erziehungsberechtigten,noun,answer,242,1,en
eröffnen,eröffnen,open,Ein Ehepaar möchte in Deutschland ein Restaurant eröffnen. Was braucht es dazu unbedingt?,verb,question,256,1,en
etwa,etwa,about,vor etwa 1700 Jahren,word,answer,59,1,en
europawahl,"die Europawahl, Europawahlen",european election,Wer wird bei der Europawahl gewählt?,noun,question,232,1,en
ewg,EWG,ewg,Gründung der Europäischen Wirtschaftsgemeinschaft (EWG),word,answer,237,1,en
fahren,fahren,drive,"Man will die Buslinie abschaffen, mit der Sie immer zur Arbeit fahren. Was können Sie machen, um die Buslinie zu erhalten?",verb,question,134,1,en
finanzieren,finanzieren,finance,Womit finanziert der deutsche Staat die Sozialversicherung?,verb,question,35,1,en
finden,finden,Find,"Eine junge Frau in Deutschland, 22 Jahre alt, lebt mit ihrem Freund zusammen. Die Eltern der Frau finden das nicht gut, weil ihnen der Freund nicht gefällt. Was können die Eltern tun?",verb,question,267,1,en
folgend,folgenden,following,"Welche der folgenden Auflistungen enthält nur Bundesländer, die zum Gebiet der früheren DDR gehörten?",word,question,201,1,en
freiheitsstrafe,"die Freiheitsstrafe, Freiheitsstrafen",prison sentence,mit Freiheitsstrafe bis zu fünf Jahren oder mit Geldstrafe,noun,answer,96,1,en
freiwillig,freiwillig,voluntary,Sie arbeiten freiwillig und unbezahlt in Vereinen und Verbänden.,word,answer,132,1,en
freizeit,"die Freizeit, Freizeiten",leisure time,Viele Menschen in Deutschland arbeiten in ihrer Freizeit ehrenamtlich. Was bedeutet das?,noun,question,132,1,en
freizügigkeit,die Freizügigkeit,freedom of movement,"Was versteht man unter dem Recht der ""Freizügigkeit"" in Deutschland?",noun,question,19,1,en
frieden,"der Frieden, Frieden",peace,Frieden und Sicherheit in den Ländern der EU,noun,answer,235,1,en
funktionieren,funktionieren,function,"Sie haben in Deutschland einen Fernseher gekauft. Zu Hause packen Sie den Fernseher aus, doch er funktioniert nicht. Der Fernseher ist kaputt. Was können Sie machen?",verb,question,290,1,en
führen,führen,lead,Die Ehegatten führen mindestens ein Jahr getrennt ihr eigenes Leben. Danach ist die Scheidung möglich.,verb,answer,254,1,en
führerschein,"der Führerschein, Führerscheine",driver's license,"Eine junge Frau will den Führerschein machen. Sie hat Angst vor der Prüfung, weil ihre Muttersprache nicht Deutsch ist. Was ist richtig?",noun,question,268,1,en
ganz,ganz,quite,Wie heißt das Parlament für ganz Deutschland?,word,question,74,1,en
gaststättenerlaubnis,Gaststättenerlaubnis,restaurant license,eine Gaststättenerlaubnis von der zuständigen Behörde,word,answer,256,1,en
gebetshaus,"das Gebetshaus, Gebetshäuser",house of prayer,Wie heißt das jüdische Gebetshaus?,noun,question,182,1,en
geburt,"die Geburt, Geburten",birth,Eine Frau ist schwanger. Sie ist kurz vor und nach der Geburt ihres Kindes vom Gesetz besonders beschützt. Wie heißt dieser Schutz?,noun,question,247,1,en
gedenken,gedenken,commemorate,Der damalige französische Staatspräsident François Mitterrand und der damalige deutsche Bundeskanzler Helmut Kohl gedenken in Verdun gemeinsam der Toten beider Weltkriege. Welches Ziel der Europäischen Union wird bei diesem Treffen deutlich?,verb,question,235,1,en
gedenktag,"der Gedenktag, Gedenktage",memorial day,Der 27. Januar ist in Deutschland ein offizieller Gedenktag. Woran erinnert dieser Tag?,noun,question,220,1,en
gefällen,gefällen,fall,"Eine junge Frau in Deutschland, 22 Jahre alt, lebt mit ihrem Freund zusammen. Die Eltern der Frau finden das nicht gut, weil ihnen der Freund nicht gefällt. Was können die Eltern tun?",verb,question,267,1,en
gegliedert,gegliedert,structured,Die Bundesrepublik Deutschland ist heute gegliedert in …,word,question,64,1,en
gehalt,"der Gehalt, Gehalte",content,Frau Frost arbeitet als fest angestellte Mitarbeiterin in einem Büro. Was muss sie nicht von ihrem Gehalt bezahlen?,noun,question,285,1,en
geheimdienst,"der Geheimdienst, Geheimdienste",secret service,der Geheimdienst der DDR,noun,answer,208,1,en
geistig,geistigem,spiritual,"Womit kann man in der Bundesrepublik Deutschland geehrt werden, wenn man auf politischem, wirtschaftlichem, kulturellem, geistigem oder sozialem Gebiet eine besondere Leistung erbracht hat? Mit dem …",word,question,102,1,en
gemeindeverwaltung,Gemeindeverwaltung,municipal administration,Welches Amt gehört in Deutschland zur Gemeindeverwaltung?,word,question,56,1,en
gemeinsam,gemeinsam,together,Der damalige französische Staatspräsident François Mitterrand und der damalige deutsche Bundeskanzler Helmut Kohl gedenken in Verdun gemeinsam der Toten beider Weltkriege. Welches Ziel der Europäischen Union wird bei diesem Treffen deutlich?,word,question,235,1,en
gerichtsschöffe,Gerichtsschöffe,lay judge,Eine Gerichtsschöffin/ein Gerichtsschöffe in Deutschland ist …,word,question,150,1,en
gerichtsschöffin,Gerichtsschöffin,lay judge,Eine Gerichtsschöffin/ein Gerichtsschöffe in Deutschland ist …,word,question,150,1,en
gesamt,gesamten,total,Die Sowjetunion unterbrach den gesamten Verkehr auf dem Landwege.,word,answer,178,1,en
gesetzgebung,"die Gesetzgebung, Gesetzgebungen",Legislation,Die deutschen Bundesländer wirken an der Gesetzgebung des Bundes mit durch …,noun,question,90,1,en
gewinnen,gewinnen,Win,"Wahlen in Deutschland gewinnt die Partei, die …",verb,question,113,1,en
gewissensfreiheit,Gewissensfreiheit,freedom of conscience,Glaubens- und Gewissensfreiheit,word,answer,7,1,en
glauben,glauben,believe,"Jeder kann glauben, was er möchte.",verb,answer,292,1,en
graf,"der Graf, Grafen",graph,Claus Schenk Graf von Stauffenberg wurde bekannt durch …,noun,question,162,1,en
grenze,"die Grenze, Grenzen",border,Die Bundesrepublik Deutschland hat die Grenzen von heute seit …,noun,question,219,1,en
grundlage,"die Grundlage, Grundlagen",basis,184. Auf welcher rechtlichen Grundlage wurde der Staat Israel gegründet?,noun,question,184,1,en
gründungsmitglied,"das Gründungsmitglied, Gründungsmitglieder",founding member,Die Bundesrepublik Deutschland ist ein Gründungsmitglied …,noun,question,173,1,en
grüne,das Grüne,green,"von SPD, FDP und Bündnis 90/Die Grünen in einer Regierung",noun,answer,103,1,en
gültig,gültig,valid,"Welcher Stimmzettel wäre bei einer Bundestagswahl gültig? In Anlehnung an Bundeswahlordnung (BWO), Anlage 26",word,question,130,1,en
handlung,"die Handlung, Handlungen",action,Welche Handlungen mit Bezug auf den Staat Israel sind in Deutschland verboten?,noun,question,111,1,en
hauptsächlich,hauptsächlich,mainly,Wer ist in Deutschland hauptsächlich verantwortlich für die Kindererziehung?,word,question,249,1,en
haus,"das Haus, Häuser",house,"Sie haben in Deutschland einen Fernseher gekauft. Zu Hause packen Sie den Fernseher aus, doch er funktioniert nicht. Der Fernseher ist kaputt. Was können Sie machen?",noun,question,290,1,en
haut,"die Haut, Häute",skin,er eine dunkle Haut hat.,noun,answer,289,1,en
heiraten,heiraten,marry,"Wohin muss man in Deutschland zuerst gehen, wenn man heiraten möchte?",verb,question,265,1,en
herbst,"der Herbst, Herbste",fall,"Warum nennt man die Zeit im Herbst 1989 in der DDR ""Die Wende""? In dieser Zeit veränderte sich die DDR politisch …",noun,question,196,1,en
hilfe,"die Hilfe, Hilfen",help,Bei Erziehungsproblemen können Eltern in Deutschland Hilfe erhalten vom …,noun,question,255,1,en
hineingelassen,hineingelassen,let in,Zwei Freunde wollen in ein öffentliches Schwimmbad in Deutschland. Beide haben eine dunkle Hautfarbe und werden deshalb nicht hineingelassen. Welches Recht wird in dieser Situation verletzt? Das Recht auf …,verb,question,281,1,en
hinzu,hinzu,added,Wie viele Bundesländer kamen bei der Wiedervereinigung 1990 zur Bundesrepublik Deutschland hinzu?,word,question,218,1,en
hungern,hungern,starve,"Es kann ein Kind, das geschlagen wird oder hungern muss, aus der Familie nehmen.",verb,answer,258,1,en
hürde,"die Hürde, Hürden",hurdle,5%-Hürde.,noun,answer,121,1,en
ihnen,ihnen,them,"Eine junge Frau in Deutschland, 22 Jahre alt, lebt mit ihrem Freund zusammen. Die Eltern der Frau finden das nicht gut, weil ihnen der Freund nicht gefällt. Was können die Eltern tun?",word,question,267,1,en
informieren,informieren,inform,Wo können Sie sich in Berlin über politische Themen informieren?,verb,question,BE-6,1,en
inhalt,"der Inhalt, Inhalte",content,"2007 wurde das 50-jährige Jubiläum der ""Römischen Verträge"" gefeiert. Was war der Inhalt der Verträge?",noun,question,237,1,en
interessenverband,Interessenverbände,interest group,Gewerkschaften sind Interessenverbände der …,word,question,101,1,en
jubiläum,"das Jubiläum, Jubiläen",anniversary,"2007 wurde das 50-jährige Jubiläum der ""Römischen Verträge"" gefeiert. Was war der Inhalt der Verträge?",noun,question,237,1,en
kalt,Kalten,cold,"Zu wem gehörte die DDR im ""Kalten Krieg""?",word,question,202,1,en
kaputt,kaputt,broken,"Sie haben in Deutschland einen Fernseher gekauft. Zu Hause packen Sie den Fernseher aus, doch er funktioniert nicht. Der Fernseher ist kaputt. Was können Sie machen?",word,question,290,1,en
